Cairo,39.2067,-81.1544,1190.000000,359.000000
Harrisville,39.2104,-81.0485,1193.000000,359.000000
Lubeck,39.2276,-81.6265,1177.000000,359.000000
Galloway,39.2339,-80.1277,1219.000000,358.000000
Washington,39.2422,-81.6679,1176.000000,358.000000
Shannondale,39.2123,-77.8105,1275.000000,358.000000
Stonewood,39.2501,-80.3055,1214.000000,358.000000
Blennerhassett,39.2562,-81.6316,1177.000000,358.000000
Nutter Fort,39.2604,-80.3265,1214.000000,358.000000
Anmoore,39.2611,-80.2862,1215.000000,358.000000
Parkersburg,39.2624,-81.542,1179.000000,358.000000
Ellenboro,39.2678,-81.0551,1193.000000,357.000000
Flemington,39.2666,-80.1286,1219.000000,357.000000
Bayard,39.2711,-79.3662,1241.000000,357.000000
Wolf Summit,39.2822,-80.462,1210.000000,357.000000
Salem,39.2849,-80.5645,1207.000000,357.000000
Pennsboro,39.2874,-80.9754,1195.000000,357.000000
Clarksburg,39.2863,-80.323,1214.000000,357.000000
Despard,39.2874,-80.3158,1214.000000,357.000000
West Union,39.2963,-80.7751,1201.000000,356.000000
Bridgeport,39.3036,-80.2477,1216.000000,356.000000
Charles Town,39.2745,-77.8632,1273.000000,356.000000
North Hills,39.315,-81.5087,1180.000000,356.000000
Vienna,39.324,-81.5383,1180.000000,355.000000
Capon Bridge,39.2998,-78.4337,1267.000000,355.000000
Hepzibah,39.3309,-80.3341,1214.000000,355.000000
Waverly,39.3328,-81.3813,1184.000000,355.000000
Aurora,39.3254,-79.5546,1236.000000,355.000000
Middleway,39.3032,-77.981,1270.000000,355.000000
Grafton,39.3409,-80.0161,1223.000000,355.000000
Spelter,39.3431,-80.3163,1214.000000,355.000000
Burlington,39.337,-78.9223,1254.000000,354.000000
Rowlesburg,39.3482,-79.6764,1232.000000,354.000000
Bolivar,39.3242,-77.7517,1276.000000,354.000000
Harpers Ferry,39.3251,-77.7409,1277.000000,354.000000
Ranson,39.325,-77.8666,1273.000000,354.000000
Gypsy,39.3648,-80.307,1214.000000,354.000000
